// ConvertZZ 額外分詞表（詞|詞性|權值）。正字、錯字與其簡體詞形都寫入。不得併入套件檔。
档杆|0x100000|6
檔杆|0x100000|6
檯位|0x100000|5
台位|0x100000|5
檯在|0x100000|20
台在|0x100000|20
檯旁|0x100000|8
台旁|0x100000|8
櫃劃|0x100000|5
柜划|0x100000|5
櫃划|0x100000|5
櫥裡|0x100000|15
橱里|0x100000|15
櫥里|0x100000|15
欄註|0x100000|30
栏注|0x100000|30
欄注|0x100000|30
權塗|0x100000|5
权凃|0x100000|5
權凃|0x100000|5
权涂|0x100000|5
次採|0x100000|9
次采|0x100000|9
次樑|0x100000|11
次梁|0x100000|11
欲於|0x100000|55
欲于|0x100000|55
欸幹|0x100000|7
欸干|0x100000|7
款於|0x100000|11
款于|0x100000|11
款殼|0x100000|14
款壳|0x100000|14
款殻|0x100000|14
款錶|0x100000|9
款表|0x100000|9
款髮|0x100000|8
款发|0x100000|8
款發|0x100000|8
歌后|0x100000|31
歌後|0x100000|31
歐里|0x100000|5
欧里|0x100000|5
歐裡|0x100000|5
正文裡|0x100000|44
正文里|0x100000|44
正於|0x100000|14
正于|0x100000|14
此份|0x100000|96
此分|0x100000|96
此製|0x100000|5
此制|0x100000|5
步於|0x100000|16
步于|0x100000|16
歸因於|0x1000|115
归因于|0x1000|115
歸因于|0x1000|115
死蟲|0x100000|297
死虫|0x100000|297
死鹹|0x100000|16
死咸|0x100000|16
段於|0x100000|7
段于|0x100000|7
殺蟲劑|0x100000|27
杀虫剂|0x100000|27
殺虫劑|0x100000|27
殼上|0x100000|45
壳上|0x100000|45
殻上|0x100000|45
殼且|0x100000|6
壳且|0x100000|6
殻且|0x100000|6
殼中|0x100000|12
壳中|0x100000|12
殻中|0x100000|12
殼之|0x100000|6
壳之|0x100000|6
殻之|0x100000|6
殼也|0x100000|11
壳也|0x100000|11
殻也|0x100000|11
殼件|0x100000|11
壳件|0x100000|11
殻件|0x100000|11
殼內|0x100000|15
壳内|0x100000|15
殻內|0x100000|15
殼刷|0x100000|7
壳刷|0x100000|7
殻刷|0x100000|7
殼剝|0x100000|6
壳剥|0x100000|6
殻剝|0x100000|6
殼口|0x100000|6
壳口|0x100000|6
殻口|0x100000|6
殼和|0x100000|21
壳和|0x100000|21
殻和|0x100000|21
殼嗎|0x100000|11
壳吗|0x100000|11
殻嗎|0x100000|11
殼在|0x100000|19
壳在|0x100000|19
殻在|0x100000|19
殼太|0x100000|22
壳太|0x100000|22
殻太|0x100000|22
殼子|0x100000|28
壳子|0x100000|28
殻子|0x100000|28
殼就|0x100000|13
壳就|0x100000|13
殻就|0x100000|13
殼層|0x100000|5
壳层|0x100000|5
殻層|0x100000|5
殼很|0x100000|9
壳很|0x100000|9
殻很|0x100000|9
殼後|0x100000|23
壳后|0x100000|23
殻後|0x100000|23
殼或|0x100000|33
壳或|0x100000|33
殻或|0x100000|33
殼才|0x100000|10
壳才|0x100000|10
殻才|0x100000|10
殼是|0x100000|13
壳是|0x100000|13
殻是|0x100000|13
殼時|0x100000|14
壳时|0x100000|14
殻時|0x100000|14
殼會|0x100000|27
壳会|0x100000|27
殻會|0x100000|27
殼有|0x100000|28
壳有|0x100000|28
殻有|0x100000|28
殼未|0x100000|5
壳未|0x100000|5
殻未|0x100000|5
殼沒|0x100000|6
壳没|0x100000|6
殻沒|0x100000|6
殼熬|0x100000|8
壳熬|0x100000|8
殻熬|0x100000|8
殼用|0x100000|8
壳用|0x100000|8
殻用|0x100000|8
殼的|0x100000|285
壳的|0x100000|285
殻的|0x100000|285
殼破|0x100000|5
壳破|0x100000|5
殻破|0x100000|5
殼硬|0x100000|9
壳硬|0x100000|9
殻硬|0x100000|9
殼等|0x100000|7
壳等|0x100000|7
殻等|0x100000|7
殼給|0x100000|5
壳给|0x100000|5
殻給|0x100000|5
殼與|0x100000|42
壳与|0x100000|42
殻與|0x100000|42
殼色|0x100000|59
壳色|0x100000|59
殻色|0x100000|59
殼蛋|0x100000|5
壳蛋|0x100000|5
殻蛋|0x100000|5
殼蝦|0x100000|9
壳虾|0x100000|9
殻蝦|0x100000|9
殼裝|0x100000|5
壳装|0x100000|5
殻裝|0x100000|5
殼裡|0x100000|20
壳里|0x100000|20
殻裡|0x100000|20
殼要|0x100000|25
壳要|0x100000|25
殻要|0x100000|25
殼跟|0x100000|51
壳跟|0x100000|51
殻跟|0x100000|51
殼都|0x100000|23
壳都|0x100000|23
殻都|0x100000|23
殼開|0x100000|8
壳开|0x100000|8
殻開|0x100000|8
殼面|0x100000|6
壳面|0x100000|6
殻面|0x100000|6
殼類|0x100000|8
壳类|0x100000|8
殻類|0x100000|8
殼體|0x100000|182
壳体|0x100000|182
殻體|0x100000|182
母於|0x100000|5
母于|0x100000|5
每一隻|0x300000|70
每一只|0x300000|70
每份|0x10000|2957
每分|0x10000|2957
每塗|0x100000|5
每凃|0x100000|5
每綑|0x100000|28
每捆|0x100000|28
每臺|0x100000|12
每台|0x100000|12
每隻|0x100000|829
每只|0x100000|829
毒蟲|0x100000|7
毒虫|0x100000|7
毛毛蟲|0x100000|5
毛毛虫|0x100000|5
毛蟲|0x100000|10
毛虫|0x100000|10
民族誌|0x100000|7
民族志|0x100000|7
氟後|0x100000|9
氟后|0x100000|9
水乾|0x100000|10
水干|0x100000|10
水佔|0x100000|5
水占|0x100000|5
水剋|0x100000|17
水克|0x100000|17
水棲|0x100000|6
水栖|0x100000|6
水沖|0x100000|149
水冲|0x100000|149
水衝|0x100000|149
水里|0x100000|8
水裡|0x100000|8
水闆|0x100000|7
水板|0x100000|7
永恆|0x20100000|863
永恒|0x20100000|863
永曆|0x100000|11
永历|0x100000|11
永歷|0x100000|11
沒乾|0x1000|183
没干|0x1000|183
沒幹|0x1000|183
沒佔|0x100000|6
没占|0x100000|6
沒占|0x100000|6
沒劃|0x100000|27
没划|0x100000|27
沒划|0x100000|27
沒幾|0x100000|6
没几|0x100000|6
沒几|0x100000|6
沒沖|0x100000|36
没冲|0x100000|36
沒衝|0x100000|36
沒準|0x1000|125
没准|0x1000|125
沒准|0x1000|125
沒繫|0x100000|20
没系|0x100000|20
沒系|0x100000|20
沒鬆|0x100000|7
没松|0x100000|7
沒松|0x100000|7
沖一|0x100000|9
冲一|0x100000|9
衝一|0x100000|9
沖不|0x100000|25
冲不|0x100000|25
衝不|0x100000|25
沖了|0x100000|48
冲了|0x100000|48
衝了|0x100000|48
沖個|0x100000|18
冲个|0x100000|18
衝個|0x100000|18
沖印|0x100000|21
冲印|0x100000|21
衝印|0x100000|21
沖單|0x100000|13
冲单|0x100000|13
衝單|0x100000|13
沖回|0x100000|50
冲回|0x100000|50
衝回|0x100000|50
沖在|0x100000|7
冲在|0x100000|7
衝在|0x100000|7
沖壓機|0x100000|40
冲压机|0x100000|40
衝壓機|0x100000|40
沖壞|0x100000|8
冲坏|0x100000|8
衝壞|0x100000|8
沖壺|0x100000|16
冲壶|0x100000|16
衝壺|0x100000|16
沖天|0x1000|9
冲天|0x1000|9
衝天|0x1000|9
沖天炮|0x100000|7
冲天炮|0x100000|7
衝天炮|0x100000|7
沖太|0x100000|6
冲太|0x100000|6
衝太|0x100000|6
沖好|0x100000|12
冲好|0x100000|12
衝好|0x100000|12
沖完|0x100000|34
冲完|0x100000|34
衝完|0x100000|34
沖就|0x100000|16
冲就|0x100000|16
衝就|0x100000|16
沖帳|0x1000|14
冲帐|0x1000|14
衝帳|0x1000|14
沖平|0x100000|13
冲平|0x100000|13
衝平|0x100000|13
沖店|0x100000|9
冲店|0x100000|9
衝店|0x100000|9
沖式|0x100000|5
冲式|0x100000|5
衝式|0x100000|5
沖得|0x100000|27
冲得|0x100000|27
衝得|0x100000|27
沖抵|0x1000|230
冲抵|0x1000|230
衝抵|0x1000|230
沖斷|0x100000|9
冲断|0x100000|9
衝斷|0x100000|9
沖服|0x1000|74
冲服|0x1000|74
衝服|0x1000|74
沖模|0x100000|5
冲模|0x100000|5
衝模|0x100000|5
沖正|0x100000|160
冲正|0x100000|160
衝正|0x100000|160
沖歪|0x100000|27
冲歪|0x100000|27
衝歪|0x100000|27
沖淋|0x100000|115
冲淋|0x100000|115
衝淋|0x100000|115
沖淨|0x100000|209
冲净|0x100000|209
衝淨|0x100000|209
沖減|0x100000|207
冲减|0x100000|207
衝減|0x100000|207
沖煞|0x100000|22
冲煞|0x100000|22
衝煞|0x100000|22
沖煮|0x100000|98
冲煮|0x100000|98
衝煮|0x100000|98
沖牙|0x100000|63
冲牙|0x100000|63
衝牙|0x100000|63
沖的|0x100000|53
冲的|0x100000|53
衝的|0x100000|53
沖眼|0x100000|11
冲眼|0x100000|11
衝眼|0x100000|11
沖管|0x100000|118
冲管|0x100000|118
衝管|0x100000|118
沖紅|0x100000|5
冲红|0x100000|5
衝紅|0x100000|5
沖至|0x100000|6
冲至|0x100000|6
衝至|0x100000|6
沖茶|0x1000|11
冲茶|0x1000|11
衝茶|0x1000|11
沖蝕|0x1000|8
冲蚀|0x1000|8
衝蝕|0x1000|8
沖調|0x100000|12
冲调|0x100000|12
衝調|0x100000|12
沖走|0x1000|156
冲走|0x1000|156
衝走|0x1000|156
沖轉|0x100000|11
冲转|0x100000|11
衝轉|0x100000|11
沖銷|0x1000|4277
冲销|0x1000|4277
衝銷|0x1000|4277
沖頭|0x100000|15
冲头|0x100000|15
衝頭|0x100000|15
沙地裡|0x100000|6
沙地里|0x100000|6
沙子裡|0x100000|11
沙子里|0x100000|11
沙崙|0x100000|23
沙仑|0x100000|23
沙侖|0x100000|23
油乾|0x100000|5
油干|0x100000|5
油份|0x100000|5
油分|0x100000|5
油桿|0x100000|5
油杆|0x100000|5
油錶|0x100000|23
油表|0x100000|23
油麵|0x100000|10
油面|0x100000|10
沾乾|0x100000|7
沾干|0x100000|7
沾塗|0x100000|7
沾凃|0x100000|7
沾麵|0x100000|9
沾面|0x100000|9
況後|0x100000|16
况后|0x100000|16
況后|0x100000|16
法鬥|0x100000|238
法斗|0x100000|238
泡殼|0x100000|6
泡壳|0x100000|6
泡殻|0x100000|6
波雲|0x100000|5
波云|0x100000|5
泵殼|0x100000|13
泵壳|0x100000|13
泵殻|0x100000|13
洗乾|0x100000|10
洗干|0x100000|10
洗髮|0x100000|30
洗发|0x100000|30
洗發|0x100000|30
洗髮液|0x100000|10
洗发液|0x100000|10
洗發液|0x100000|10
浮鏽|0x100000|7
浮锈|0x100000|7
浮銹|0x100000|7
海洋裡|0x100000|5
海洋里|0x100000|5
海風裡|0x100000|11
海风里|0x100000|11
海風里|0x100000|11
涯裡|0x100000|5
涯里|0x100000|5
液於|0x100000|7
液于|0x100000|7
涼麵|0x100000|28
凉面|0x100000|28
涼面|0x100000|28
淡鹹|0x100000|12
淡咸|0x100000|12
淬鍊|0x100000|9
淬炼|0x100000|9
淬煉|0x100000|9
深覆|0x100000|6
深复|0x100000|6
深復|0x100000|6
添灯|0x100000|6
添燈|0x100000|6
清乾|0x100000|7
清干|0x100000|7
清水裡|0x100000|58
清水里|0x100000|58
減後|0x100000|16
减后|0x100000|16
減后|0x100000|16
減徵|0x100000|7
减征|0x100000|7
減征|0x100000|7
測於|0x100000|8
测于|0x100000|8
測于|0x100000|8
測桿|0x100000|9
测杆|0x100000|9
測杆|0x100000|9
準中|0x100000|6
准中|0x100000|6
準之|0x100000|13
准之|0x100000|13
準也|0x100000|6
准也|0x100000|6
準了|0x100000|13
